"AÑO","NAME","CANTIDAD"
2019,Locustella luscinioides                      ,12
2016,Merops apiaster                              ,8
2006,Tringa ochropus                              ,3
1989,Fringilla coelebs                            ,93
2002,Phylloscopus collybita                       ,854
1997,Aegithalos caudatus                          ,1
1996,Carduelis chloris                            ,70
1996,Fringilla coelebs                            ,104
1993,Galerida cristata                            ,2
2003,Emberiza schoeniclus                         ,29
2007,Upupa epops                                  ,15
1992,Gallinula chloropus                          ,24
2006,Tyto alba                                    ,1
2004,Falco peregrinus                             ,1
2004,Ficedula parva                               ,1
2009,Remiz pendulinus                             ,28
2018,Streptopelia turtur                          ,1
2012,Ixobrychus minutus                           ,1
2019,Acrocephalus scirpaceus                      ,344
2020,Sylvia melanocephala                         ,16
2006,Locustella luscinioides                      ,20
2014,Jynx torquilla                               ,1
1992,Regulus ignicapillus                         ,1
1998,Remiz pendulinus                             ,1
1990,Hieraaetus fasciatus                         ,2
1996,Emberiza cirlus                              ,2
2001,Upupa epops                                  ,6
1990,Nycticorax nycticorax                        ,79
2008,Egretta garzetta                             ,40
2009,Anilla destruida o perdida                   ,4
2002,Prunella modularis                           ,9
1984,Carduelis chloris                            ,35
2008,Luscinia svecica cyanecula                   ,17
2020,Sylvia borin                                 ,1
2019,Phylloscopus (collybita) ibericus            ,1
1988,Sylvia melanocephala                         ,62
1987,Parus ater                                   ,4
1985,Tringa glareola                              ,23
1987,Prunella modularis                           ,4
1988,Oenanthe hispanica                           ,1
2007,Vanellus vanellus                            ,1
1999,Streptopelia roseogrisea                     ,3
2002,Aegithalos caudatus                          ,21
1983,Falco eleonorae                              ,1
2012,Sturnus vulgaris                             ,5
2006,Streptopelia turtur                          ,1
2017,Rallus aquaticus                             ,1
2019,Sylvia atricapilla                           ,83
2018,Apus pallidus                                ,1
1987,Parus caeruleus                              ,2
1988,Phylloscopus sibilatrix                      ,32
1990,Prunella modularis                           ,24
1991,Luscinia svecica                             ,4
1993,Emberiza schoeniclus                         ,19
1988,Passer domesticus                            ,16
1998,Anthus pratensis                             ,59
2003,Erithacus rubecula                           ,93
2004,Lanius senator                               ,7
1988,Garrulus glandarius                          ,1
2009,Streptopelia decaocto                        ,91
1992,Aythya nyroca                                ,3
2004,Cisticola juncidis                           ,13
1983,Anthus pratensis                             ,5
1984,Sylvia conspicillata                         ,2
2008,Calidris minuta                              ,68
1993,Carduelis carduelis                          ,125
1987,Charadrius alexandrinus                      ,18
1989,Alcedo atthis                                ,10
2003,Parus major                                  ,103
2011,Myiopsitta monachus                          ,6
1994,Larus (argentatus) cachinnans                ,134
2004,Luscinia svecica                             ,60
2003,Sylvia melanocephala                         ,102
2007,Panurus biarmicus                            ,4
2008,Panurus biarmicus                            ,4
1983,Ficedula hypoleuca                           ,2
2009,Charadrius dubius                            ,77
2006,Hippolais polyglotta                         ,11
2006,Anthus cervinus                              ,1
1988,Luscinia svecica svecica                     ,29
2000,Acrocephalus scirpaceus                      ,437
1985,Anthus trivialis                             ,21
2005,Oriolus oriolus                              ,12
2009,Coturnix coturnix                            ,3
2007,Porphyrio porphyrio                          ,5
2004,Hippolais polyglotta                         ,7
2016,Sylvia atricapilla                           ,115
2006,Hirundo rustica                              ,2600
1989,Cisticola juncidis                           ,28
1999,Ficedula hypoleuca                           ,4
2008,Sylvia atricapilla                           ,431
1999,Anthus pratensis                             ,60
1992,Alauda arvensis                              ,2
1995,Turdus merula                                ,13
1985,Tringa nebularia                             ,1
1996,Ixobrychus minutus                           ,1
1985,Ardea cinerea                                ,16
2011,Loxia curvirostra                            ,1
2004,Acrocephalus scirpaceus                      ,390
2004,Locustella luscinioides                      ,33
2007,Saxicola torquata                            ,25
2008,Phylloscopus (collybita) tristis             ,2
1983,Oenanthe oenanthe                            ,2
2015,Carduelis chloris                            ,8
2018,Charadrius dubius                            ,3
1985,Sylvia melanocephala                         ,45
1988,Serinus serinus                              ,101
1990,Anthus trivialis                             ,25
1995,Sylvia cantillans                            ,1
1998,Parus cristatus                              ,3
2001,Sylvia melanocephala                         ,94
1994,Sylvia communis                              ,4
1994,Actitis hypoleucos                           ,1
1993,Emberiza cia                                 ,1
1999,Lullula arborea                              ,3
2004,Sylvia atricapilla                           ,330
2003,Emberiza hortulana                           ,7
1994,Glareola pratincola                          ,2
2004,Circus pygargus                              ,48
1988,Calonectris diomedea                         ,9
2005,Passer montanus                              ,33
2004,Phylloscopus trochilus                       ,76
1982,Nycticorax nycticorax                        ,66
2013,Charadrius hiaticula                         ,12
2014,Hirundo rustica                              ,1592
2006,Parus ater                                   ,3
1988,Locustella naevia                            ,6
1990,Parus cristatus                              ,1
1990,Sylvia curruca                               ,1
1991,Phylloscopus trochilus                       ,830
1998,Passer montanus                              ,6
2000,Motacilla alba                               ,12
2002,Loxia curvirostra                            ,12
2007,Galerida cristata                            ,3
2007,Himantopus himantopus                        ,22
1992,Falco tinnunculus                            ,30
1993,Milvus migrans                               ,1
1999,Bubulcus ibis                                ,36
2001,Ardea cinerea                                ,39
2004,Ptyonoprogne rupestris                       ,1
2003,Anthus trivialis                             ,2
2007,Ardeola ralloides                            ,1
2013,Passer domesticus                            ,228
2014,Parus ater                                   ,6
2006,Charadrius dubius                            ,74
1989,Acrocephalus melanopogon                     ,28
2001,Certhia brachydactyla                        ,11
1991,Bubo bubo                                    ,11
1987,Loxia curvirostra                            ,1
2008,Luscinia megarhynchos                        ,27
2000,Sylvia atricapilla                           ,325
2000,Acrocephalus arundinaceus                    ,47
2005,Turdus iliacus                               ,2
1991,Accipiter nisus                              ,2
1993,Tyto alba                                    ,10
1990,Ardea cinerea                                ,125
2005,Hirundo daurica                              ,1
2002,Sterna albifrons                             ,58
2001,Coccothraustes coccothraustes                ,2
2008,Galerida cristata                            ,1
2015,Acrocephalus arundinaceus                    ,27
2015,Sylvia atricapilla                           ,116
1986,Acrocephalus scirpaceus                      ,291
1987,Carduelis carduelis                          ,12
1989,Gyps fulvus                                  ,6
1988,Jynx torquilla                               ,13
1994,Passer domesticus                            ,26
2000,Emberiza cirlus                              ,24
2005,Corvus corone                                ,1
2003,Ardea cinerea                                ,90
2002,Ficedula hypoleuca                           ,7
1983,Passer montanus                              ,2
2008,Merops apiaster                              ,19
2009,Miliaria calandra                            ,1
2016,Sylvia conspicillata                         ,1
1986,Sylvia atricapilla                           ,64
2000,Ave exótica o de jaula                       ,3
2009,Upupa epops                                  ,4
1987,Anas crecca                                  ,1
1990,Larus audouinii                              ,106
2008,Larus [argentatus] cachinnans michahellis    ,14
2008,Buteo buteo                                  ,1
2000,Phoenicurus phoenicurus                      ,5
2003,Serinus serinus                              ,402
2005,Remiz pendulinus                             ,12
2013,Sylvia communis                              ,2
2012,Luscinia svecica                             ,7
2013,Glareola pratincola                          ,11
2018,Luscinia svecica cyanecula                   ,3
1988,Acrocephalus scirpaceus                      ,601
1993,Acrocephalus paludicola                      ,7
1990,Lanius senator badius                        ,1
1989,Anthus campestris                            ,1
1993,Larus minutus                                ,1
2005,Anilla destruida o perdida                   ,4
1989,Anas platyrhynchos                           ,61
1993,Circus aeruginosus                           ,3
2007,Falco peregrinus                             ,1
1989,Ardea purpurea                               ,13
2009,Parus major                                  ,117
1984,Egretta garzetta                             ,339
1984,Nycticorax nycticorax                        ,87
2004,Jynx torquilla                               ,9
2005,Motacilla flava thunbergi                    ,2
1984,Cisticola juncidis                           ,12
2014,Turdus philomelos                            ,1
2020,Larus [argentatus] cachinnans michahellis    ,1
2013,Acrocephalus arundinaceus                    ,18
2013,Sylvia atricapilla                           ,45
2015,Acrocephalus scirpaceus                      ,187
2019,Hirundo rustica                              ,2237
2012,Cisticola juncidis                           ,7
1988,Troglodytes troglodytes                      ,5
1986,Emberiza cia                                 ,1
1988,Egretta garzetta                             ,187
1997,Bubulcus ibis                                ,81
2007,Merops apiaster                              ,17
2006,Motacilla flava                              ,452
1999,Acrocephalus melanopogon                     ,6
1997,Remiz pendulinus                             ,1
1996,Cisticola juncidis                           ,46
1993,Calidris ferruginea                          ,1
2000,Motacilla cinerea                            ,2
1992,Streptopelia turtur                          ,3
1985,Larus argentatus                             ,62
1988,Circus aeruginosus                           ,2
1993,Ciconia ciconia                              ,1
2005,Lullula arborea                              ,1
2008,Acrocephalus arundinaceus                    ,52
1982,Especie desconocida                          ,4
1984,Calidris minuta                              ,51
2006,Tryngites subruficollis                      ,1
1985,Hippolais icterina                           ,3
1989,Phoenicurus ochruros                         ,213
1990,Riparia riparia                              ,1
1993,Phylloscopus (collybita) ibericus            ,2
1988,Calidris minuta                              ,1
1987,Oenanthe hispanica                           ,2
1985,Anthus spinoletta                            ,2
1992,Alcedo atthis                                ,5
1991,Sylvia hortensis                             ,1
1992,Sterna albifrons                             ,1
2002,Motacilla flava                              ,310
1993,Falco subbuteo                               ,1
2005,Streptopelia decaocto                        ,94
1994,Phoenicopterus ruber                         ,1
2008,Charadrius hiaticula                         ,32
2004,Acrocephalus arundinaceus                    ,37
2000,Phylloscopus bonelli                         ,1
2008,Lanius senator                               ,4
2020,Anas platyrhynchos                           ,14
2006,Phylloscopus trochilus                       ,34
2018,Aegithalos caudatus                          ,8
1986,Phylloscopus bonelli                         ,2
1988,Saxicola rubetra                             ,27
1989,Carduelis cannabina                          ,50
1992,Locustella luscinioides                      ,2
1999,Anthus spinoletta                            ,2
1986,Jynx torquilla                               ,2
1993,Jynx torquilla                               ,1
2009,Emberiza schoeniclus                         ,640
1983,Panurus biarmicus                            ,12
1984,Calidris ferruginea                          ,5
2007,Oenanthe hispanica                           ,4
2009,Lymnocryptes minimus                         ,2
1986,Acrocephalus paludicola                      ,2
1987,Sylvia cantillans                            ,15
1989,Luscinia svecica                             ,23
1988,Acrocephalus paludicola                      ,1
1991,Phylloscopus trochilus trochilus             ,3
1999,Carduelis cannabina                          ,389
1992,Chlidonias hybridus                          ,5
2007,Aix galericulata                             ,2
1998,Streptopelia decaocto                        ,5
1992,Larus ridibundus                             ,20
1996,Pica pica                                    ,1
1994,Marmaronetta angustirostris                  ,22
2009,Anas platyrhynchos                           ,69
2015,Passer montanus                              ,38
2016,Sylvia borin                                 ,4
2012,Phoenicurus ochruros                         ,3
1985,Serinus serinus                              ,31
1987,Phylloscopus sibilatrix                      ,1
1988,Carduelis chloris                            ,31
1993,Sylvia borin                                 ,44
1987,Lanius collurio                              ,1
1992,Lanius senator senator                       ,6
1999,Lanius (excubitor) meridionalis              ,1
1993,Coccothraustes coccothraustes                ,1
1991,Circus pygargus                              ,38
2003,Nycticorax nycticorax                        ,1
2011,Anser anser                                  ,1
1984,Jynx torquilla                               ,2
2002,Sylvia cantillans                            ,4
2007,Sylvia borin                                 ,5
2017,Erithacus rubecula                           ,32
2019,Parus ater                                   ,11
2020,Cisticola juncidis                           ,4
1992,Fringilla coelebs                            ,23
1992,Motacilla cinerea                            ,2
1991,Upupa epops                                  ,2
1997,Dendrocopos major                            ,1
1993,Athene noctua                                ,23
2007,Tringa totanus                               ,9
2009,Himantopus himantopus                        ,8
1989,Ardeola ralloides                            ,31
1996,Otus scops                                   ,10
2007,Columba livia                                ,8
2004,Tyto alba                                    ,2
2001,Anthus spinoletta                            ,1
2000,Charadrius alexandrinus                      ,3
1998,Turdus iliacus                               ,4
2006,Phylloscopus inornatus                       ,1
2016,Columba palumbus                             ,3
2012,Acrocephalus melanopogon                     ,7
2017,Passer montanus                              ,5
2018,Motacilla flava                              ,6
1987,Riparia riparia                              ,1
1992,Cettia cetti                                 ,37
1992,Hippolais polyglotta                         ,9
1999,Phoenicurus ochruros                         ,11
1997,Turdus merula                                ,20
2008,Cuculus canorus                              ,1
2009,Accipiter nisus                              ,2
2008,Tringa totanus                               ,9
2005,Hippolais pallida opaca                      ,1
2009,Monticola solitarius                         ,1
2016,Tyto alba                                    ,1
2017,Parus major                                  ,39
2016,Phylloscopus (collybita) ibericus            ,3
1985,Saxicola rubetra                             ,55
1986,Anthus pratensis                             ,5
1986,Troglodytes troglodytes                      ,1
1994,Estrilda astrild                             ,1
1988,Calidris alpina                              ,1
1997,Cettia cetti                                 ,3
1991,Chlidonias hybridus                          ,2
1991,Asio flammeus                                ,4
1984,Charadrius dubius                            ,43
2000,Riparia riparia                              ,10
2002,Cisticola juncidis                           ,25
2004,Muscicapa striata                            ,21
2008,Delichon urbica                              ,29
2002,Motacilla flava iberiae                      ,4
2009,Merops apiaster                              ,3
2012,Locustella luscinioides                      ,32
2020,Sylvia communis                              ,1
2019,Motacilla cinerea                            ,8
1985,Acrocephalus palustris                       ,3
1991,Muscicapa striata                            ,62
1992,Acrocephalus melanopogon                     ,21
1991,Alcedo atthis                                ,4
1998,Galerida cristata                            ,2
1997,Charadrius dubius                            ,1
1988,Turdus philomelos                            ,98
2008,Turdus torquatus alpestris                   ,1
2000,Otus scops                                   ,1
1990,Burhinus oedicnemus                          ,2
2003,Egretta garzetta                             ,47
2007,Actitis hypoleucos                           ,38
1984,Turdus philomelos                            ,13
1983,Regulus regulus                              ,3
2011,Caprimulgus europaeus                        ,1
2006,Lanius (excubitor) meridionalis              ,8
2013,Acrocephalus scirpaceus                      ,141
2015,Certhia brachydactyla                        ,6
1985,Sylvia conspicillata                         ,4
1985,Saxicola torquata                            ,19
1985,Carduelis spinus                             ,6
1991,Fringilla coelebs                            ,61
1995,Hippolais polyglotta                         ,1
1996,Hippolais polyglotta                         ,1
1992,Jynx torquilla                               ,2
1995,Lanius senator senator                       ,1
1990,Tringa totanus                               ,3
1995,Caprimulgus ruficollis                       ,1
1998,Streptopelia turtur                          ,1
2003,Remiz pendulinus                             ,17
1982,Egretta garzetta                             ,256
2001,Luscinia svecica cyanecula                   ,4
2005,Panurus biarmicus                            ,7
2016,Anthus pratensis                             ,2
2001,Serinus serinus                              ,428
1994,Hirundo rustica                              ,20
1995,Anilla destruida o perdida                   ,1
1990,Miliaria calandra                            ,2
1990,Emberiza hortulana                           ,1
1992,Carpodacus erythrinus                        ,1
1993,Caprimulgus europaeus                        ,3
1999,Otus scops                                   ,1
1999,Streptopelia decaocto                        ,13
1994,Egretta garzetta                             ,2
1996,Podiceps nigricollis                         ,1
1989,Hieraaetus pennatus                          ,3
2008,Tringa glareola                              ,72
2001,Hirundo rustica                              ,803
2003,Phoenicurus phoenicurus                      ,4
2012,Phylloscopus trochilus                       ,11
1989,Sylvia undata                                ,4
1993,Emberiza hortulana                           ,4
2001,Sylvia borin                                 ,10
1988,Calidris ferruginea                          ,1
1986,Otus scops                                   ,1
1991,Falco tinnunculus                            ,24
1994,Neophron percnopterus                        ,1
2009,Sylvia melanocephala                         ,131
2003,Saxicola rubetra                             ,2
2002,Calidris minuta                              ,1
2016,Acrocephalus scirpaceus                      ,328
2018,Saxicola rubetra                             ,1
1989,Phylloscopus trochilus                       ,600
1988,Hirundo daurica                              ,1
1994,Muscicapa striata                            ,27
1989,Sylvia hortensis                             ,1
1993,Anthus pratensis                             ,53
2005,Lanius excubitor                             ,1
2005,Himantopus himantopus                        ,1
2007,Clamator glandarius                          ,1
2008,Tyto alba                                    ,6
1987,Ardea purpurea                               ,15
2009,Erithacus rubecula                           ,147
2003,Carduelis spinus                             ,145
2009,Aegithalos caudatus                          ,61
2014,Motacilla cinerea                            ,2
2017,Phylloscopus trochilus                       ,35
2016,Apus apus                                    ,24
1985,Phoenicurus phoenicurus                      ,288
2007,Phoenicurus ochruros                         ,93
1992,Carduelis chloris                            ,26
1990,Sterna albifrons                             ,1
2000,Petronia petronia                            ,2
1986,Lymnocryptes minimus                         ,1
1999,Turdus philomelos                            ,74
2003,Turdus merula                                ,99
2008,Scolopax rusticola                           ,3
2002,Anas platyrhynchos                           ,1
2002,Ardea purpurea                               ,3
2009,Charadrius hiaticula                         ,21
2000,Carduelis spinus                             ,18
2001,Saxicola torquata                            ,37
2004,Serinus serinus                              ,272
1985,Egretta garzetta                             ,41
2001,Phoenicurus phoenicurus                      ,5
2019,Pica pica                                    ,3
2006,Larus [argentatus] cachinnans michahellis    ,5
2012,Glareola pratincola                          ,11
2019,Luscinia megarhynchos                        ,5
2007,Motacilla flava cinereocapilla               ,1
2018,Ficedula hypoleuca                           ,2
2015,Monticola solitarius                         ,1
1986,Phylloscopus inornatus                       ,1
1992,Phoenicurus ochruros                         ,255
1994,Charadrius alexandrinus                      ,6
1997,Alauda arvensis                              ,24
1986,Turdus philomelos                            ,1
1992,Turdus torquatus                             ,17
1988,Otus scops                                   ,8
2007,Circus aeruginosus                           ,6
1988,Bubo bubo                                    ,1
2007,Carduelis cannabina                          ,103
2007,Ptyonoprogne rupestris                       ,1
2003,Luscinia svecica cyanecula                   ,6
2006,Luscinia megarhynchos                        ,18
2012,Sylvia communis                              ,1
2014,Phoenicurus phoenicurus                      ,4
2017,Delichon urbica                              ,61
1985,Sylvia borin                                 ,103
1989,Regulus regulus                              ,59
1988,Parus cristatus                              ,10
1990,Hydrobates pelagicus                         ,1
1989,Lanius senator senator                       ,5
1989,Oenanthe oenanthe                            ,2
2005,Streptopelia turtur                          ,3
2001,Picus viridis                                ,3
1988,Falco eleonorae                              ,2
1992,Circus aeruginosus                           ,3
1990,Corvus corax                                 ,1
2004,Hirundo rustica                              ,3330
2007,Emberiza cia                                 ,2
2009,Galerida cristata                            ,1
2005,Parus cristatus                              ,4
2007,Acrocephalus melanopogon                     ,66
1984,Falco eleonorae                              ,4
2003,Locustella naevia                            ,1
2017,Larus fuscus                                 ,2
2006,Muscicapa striata                            ,16
2006,Philomachus pugnax                           ,12
1994,Luscinia svecica svecica                     ,1
1990,Oriolus oriolus                              ,1
1989,Larus ridibundus                             ,30
2007,Tyto alba                                    ,5
2005,Galerida cristata                            ,4
1985,Nycticorax nycticorax                        ,9
2007,Anthus spinoletta                            ,69
2007,Carpodacus erythrinus                        ,1
1999,Calidris alpina                              ,1
2001,Calidris minuta                              ,5
2006,Motacilla alba                               ,182
2012,Passer domesticus                            ,231
2006,Ficedula hypoleuca                           ,10
2019,Muscicapa striata                            ,15
2019,Regulus ignicapillus                         ,1
1985,Motacilla alba                               ,18
1994,Phylloscopus collybita                       ,110
1993,Troglodytes troglodytes                      ,1
1985,Luscinia svecica cyanecula                   ,7
1985,Turdus merula                                ,99
2001,Turdus merula                                ,102
1988,Tringa erythropus                            ,2
1987,Anas platyrhynchos                           ,4
1989,Circus pygargus                              ,44
1991,Falco peregrinus                             ,3
2008,Accipiter gentilis                           ,1
1984,Emberiza hortulana                           ,3
2007,Jynx torquilla                               ,3
2016,Turdus philomelos                            ,1
2019,Falco tinnunculus                            ,16
2020,Passer montanus                              ,25
2006,Alcedo atthis                                ,19
1985,Prunella modularis                           ,55
1987,Cisticola juncidis                           ,5
1990,Panurus biarmicus                            ,12
1994,Serinus serinus                              ,4
1987,Tringa stagnatilis                           ,2
2000,Caprimulgus ruficollis                       ,1
1992,Netta rufina                                 ,2
1993,Bubulcus ibis                                ,19
2001,Egretta garzetta                             ,4
2002,Remiz pendulinus                             ,44
2004,Certhia brachydactyla                        ,15
2000,Apus apus                                    ,3
2014,Motacilla alba                               ,30
2014,Regulus ignicapillus                         ,2
1985,Locustella naevia                            ,2
1987,Parus cristatus                              ,2
1994,Ficedula hypoleuca                           ,20
1993,Fulica atra                                  ,1
2005,Emberiza schoeniclus                         ,144
2007,Phylloscopus bonelli                         ,2
2017,Athene noctua                                ,26
2017,Sylvia communis                              ,2
2006,Carduelis carduelis                          ,107
2018,Cisticola juncidis                           ,3
2006,Egretta garzetta                             ,11
1990,Cettia cetti                                 ,176
1986,Riparia riparia                              ,22
1989,Sylvia communis                              ,36
1991,Carduelis carduelis                          ,43
1990,Phylloscopus trochilus acredula              ,3
2005,Upupa epops                                  ,11
2000,Sturnus unicolor                             ,2
1996,Larus ridibundus                             ,2
1985,Calonectris diomedea                         ,100
2008,Actitis hypoleucos                           ,30
2008,Emberiza cia                                 ,2
2004,Phylloscopus collybita                       ,1161
2007,Acrocephalus scirpaceus                      ,574
2004,Chlidonias niger                             ,1
2014,Luscinia megarhynchos                        ,2
2006,Sylvia cantillans                            ,6
1987,Ficedula parva                               ,2
1989,Locustella luscinioides                      ,7
1991,Phylloscopus collybita                       ,459
1990,Parus major                                  ,39
1993,Sylvia undata                                ,1
2007,Sylvia atricapilla                           ,461
1990,Lanius senator                               ,7
2001,Sitta europaea                               ,2
2004,Passer domesticus                            ,312
2003,Motacilla alba                               ,123
2008,Certhia brachydactyla                        ,17
2005,Cettia cetti                                 ,77
2008,Monticola solitarius                         ,3
2013,Carduelis chloris                            ,12
2019,Motacilla alba                               ,30
2014,Charadrius alexandrinus                      ,1
2006,Calidris minuta                              ,55
1985,Remiz pendulinus                             ,32
1990,Erithacus rubecula                           ,1659
1991,Sylvia cantillans                            ,44
1990,Phylloscopus collybita abietinus             ,3
1992,Sylvia atricapilla                           ,302
1990,Alauda arvensis                              ,2
2002,Passer montanus                              ,9
1993,Turdus philomelos                            ,19
2005,Coturnix coturnix                            ,2
2006,Aythya ferina                                ,1
2007,Tadorna tadorna                              ,2
1988,Sturnus unicolor                             ,3
2004,Parus ater                                   ,9
2002,Phylloscopus (collybita) tristis             ,1
1999,Motacilla flava thunbergi                    ,1
2003,Motacilla flava iberiae                      ,4
2003,Prunella modularis                           ,1
2006,Phylloscopus collybita                       ,379
1987,Hippolais polyglotta                         ,20
1995,Phylloscopus trochilus                       ,12
1993,Cettia cetti                                 ,67
1987,Oenanthe oenanthe                            ,7
1990,Galerida cristata                            ,3
1991,Lanius excubitor                             ,1
1992,Turdus philomelos                            ,339
2001,Streptopelia senegalensis                    ,4
1993,Vanellus vanellus                            ,7
1991,Ardeola ralloides                            ,1
1991,Pica pica                                    ,1
2009,Luscinia svecica cyanecula                   ,65
2007,Anthus pratensis                             ,123
2008,Motacilla flava                              ,441
2009,Anthus (spinoletta) spinoletta               ,12
2005,Merops apiaster                              ,2
2020,Athene noctua                                ,1
2016,Streptopelia decaocto                        ,53
2012,Gallinula chloropus                          ,1
2018,Larus [argentatus] cachinnans michahellis    ,12
2012,Ficedula hypoleuca                           ,2
1992,Parus caeruleus                              ,5
1991,Phylloscopus sibilatrix                      ,2
1991,Sylvia atricapilla                           ,273
1992,Luscinia svecica                             ,3
1994,Carduelis carduelis                          ,2
1999,Parus cristatus                              ,2
1989,Motacilla cinerea                            ,1
1999,Streptopelia turtur                          ,2
2004,Motacilla flava                              ,349
1984,Cettia cetti                                 ,12
2005,Luscinia svecica cyanecula                   ,4
2018,Passer montanus                              ,2
2012,Fringilla coelebs                            ,14
2012,Muscicapa striata                            ,10
2012,Regulus ignicapillus                         ,1
2013,Riparia riparia                              ,258
2016,Parus cristatus                              ,1
2020,Phylloscopus trochilus                       ,8
1990,Sylvia atricapilla                           ,316
1992,Acrocephalus scirpaceus                      ,71
1990,Carduelis chloris                            ,23
1999,Galerida cristata                            ,2
2001,Luscinia megarhynchos                        ,22
1993,Oriolus oriolus                              ,1
2007,Caprimulgus europaeus                        ,2
1991,Gallinago gallinago                          ,1
2007,Bubulcus ibis                                ,69
2009,Sylvia borin                                 ,50
2005,Parus caeruleus                              ,8
1984,Panurus biarmicus                            ,13
2018,Ixobrychus minutus                           ,1
2017,Motacilla flava                              ,5
2013,Calidris alpina                              ,9
1987,Sylvia communis                              ,18
1994,Sylvia cantillans                            ,6
1997,Carduelis chloris                            ,32
2004,Fringilla coelebs                            ,122
2002,Glareola pratincola                          ,16
1986,Himantopus himantopus                        ,1
1988,Coturnix coturnix                            ,2
2009,Locustella naevia                            ,2
2000,Calidris alpina                              ,5
2007,Apus apus                                    ,46
2014,Columba palumbus                             ,1
2020,Delichon urbica                              ,2
1988,Hippolais polyglotta                         ,101
1988,Emberiza schoeniclus                         ,4
1997,Parus major                                  ,10
1998,Prunella modularis                           ,1
2002,Sylvia hortensis                             ,2
1999,Upupa epops                                  ,3
1997,Upupa epops                                  ,3
2005,Streptopelia roseogrisea                     ,1
1991,Circus aeruginosus                           ,1
2006,Circus aeruginosus                           ,2
2008,Anthus spinoletta                            ,4
2002,Phylloscopus trochilus                       ,32
1983,Prunella modularis                           ,21
2017,Fringilla coelebs                            ,5
2006,Acrocephalus melanopogon                     ,18
2017,Charadrius dubius                            ,6
1991,Phoenicurus ochruros                         ,251
1992,Motacilla flava cinereocapilla               ,3
1990,Emberiza cirlus                              ,3
2004,Luscinia megarhynchos                        ,14
1991,Turdus torquatus                             ,3
1988,Himantopus himantopus                        ,6
2004,Falco tinnunculus                            ,22
2003,Anilla destruida o perdida                   ,3
2009,Motacilla alba                               ,48
2005,Carduelis chloris                            ,97
2005,Aegithalos caudatus                          ,71
2007,Riparia riparia                              ,916
2008,Caprimulgus europaeus                        ,3
1996,Sylvia communis                              ,1
1984,Emberiza schoeniclus                         ,3
2007,Motacilla flava thunbergi                    ,9
2014,Falco tinnunculus                            ,20
2016,Hirundo daurica                              ,1
2013,Carduelis spinus                             ,1
2013,Calidris ferruginea                          ,5
2017,Tringa glareola                              ,1
1986,Panurus biarmicus                            ,50
1992,Carduelis cannabina                          ,735
1989,Quelea quelea                                ,1
1990,Motacilla flava flavissima                   ,3
1991,Jynx torquilla                               ,3
1989,Falco tinnunculus                            ,19
1998,Porphyrio porphyrio                          ,1
2007,Fulica cristata                              ,6
2009,Prunella modularis                           ,1
2007,Phalaropus lobatus                           ,1
2018,Anas platyrhynchos                           ,11
2018,Ardea purpurea                               ,1
2014,Acrocephalus schoenobaenus                   ,3
2012,Phylloscopus collybita                       ,44
2015,Sylvia undata                                ,2
2013,Loxia curvirostra                            ,10
1987,Phylloscopus trochilus                       ,337
1991,Acrocephalus melanopogon                     ,27
1999,Cettia cetti                                 ,13
1996,Passer domesticus                            ,45
1999,Emberiza schoeniclus                         ,4
1998,Sylvia borin                                 ,2
2007,Emberiza hortulana                           ,1
1990,Lanius excubitor                             ,2
2004,Pica pica                                    ,10
1987,Larus ridibundus                             ,3
1992,Falco eleonorae                              ,3
1988,Larus (argentatus) cachinnans                ,91
2009,Sitta europaea                               ,6
2011,Erithacus rubecula                           ,5
1984,Coturnix coturnix                            ,4
2005,Estrilda astrild                             ,2
2012,Motacilla cinerea                            ,1
2014,Carduelis carduelis                          ,17
1995,Serinus serinus                              ,155
1991,Oenanthe hispanica                           ,4
1997,Erithacus rubecula                           ,20
1986,Calidris alpina                              ,3
1987,Calidris maritima                            ,1
1994,Luscinia megarhynchos                        ,2
2007,Petronia petronia                            ,10
2007,Turdus philomelos                            ,59
2009,Egretta garzetta                             ,17
2008,Ardea cinerea                                ,39
2004,Ardea cinerea                                ,60
2009,Phoenicurus phoenicurus                      ,22
2018,Alcedo atthis                                ,10
1984,Streptopelia turtur                          ,1
2015,Falco tinnunculus                            ,10
2020,Accipiter gentilis                           ,1
2014,Alcedo atthis                                ,15
2017,Certhia brachydactyla                        ,10
1995,Passer domesticus                            ,80
1998,Luscinia svecica cyanecula                   ,2
1992,Anthus pratensis                             ,2
1988,Streptopelia turtur                          ,17
2000,Turdus pilaris                               ,1
1995,Marmaronetta angustirostris                  ,54
2005,Porphyrio porphyrio                          ,3
2001,Remiz pendulinus                             ,12
2005,Sylvia conspicillata                         ,1
1983,Saxicola rubetra                             ,2
1984,Galerida cristata                            ,8
2005,Prunella modularis                           ,1
1983,Saxicola torquata                            ,5
2006,Pica pica                                    ,1
2006,Euplectes afer                               ,2
2012,Parus ater                                   ,3
2018,Remiz pendulinus                             ,1
2016,Calidris alpina                              ,2
2006,Ardeola ralloides                            ,45
1990,Acrocephalus scirpaceus                      ,242
2001,Anilla destruida o perdida                   ,2
2001,Motacilla alba                               ,41
1989,Garrulus glandarius                          ,1
2002,Anilla destruida o perdida                   ,7
1999,Larus (argentatus) cachinnans                ,1
2004,Aythya ferina                                ,1
1983,Phoenicurus phoenicurus                      ,7
2018,Carduelis carduelis                          ,6
